operation,randomOffset,transferSize,aggregateFilesizeMBtask,numTasks,parallelism,totalTime,numNodesList,numNodes,tasksPerNode,trMiB,storageType,opCount,taskName,taskPID,fileName,stageOrder,prevTask,aggregateFilesizeMB
cp,0,4096.0,231.21368217468262,16,16,,"[1, 2, 4]",1,16,,beegfs-tmpfs,16,stage_in-aggregate,,"stage0000_task0001.h5,stage0000_task0000.h5,aggregated.h5,stage0000_task0010.h5,stage0000_task0002.h5,stage0000_task0004.h5,stage0000_task0005.h5,stage0000_task0003.h5,stage0000_task0007.h5,stage0000_task0009.h5,stage0000_task0006.h5,stage0000_task0011.h5,stage0000_task0008.h5,embeddings-epoch-10-20241202-193048.h5,embeddings-epoch-5-20241202-193005.h5,virtual_stage0000_task0000.h5",0.5,,231.21368217468262
cp,0,4096.0,231.21368217468262,16,16,,"[1, 2, 4]",2,8,,beegfs-tmpfs,16,stage_in-aggregate,,"stage0000_task0001.h5,stage0000_task0000.h5,aggregated.h5,stage0000_task0010.h5,stage0000_task0002.h5,stage0000_task0004.h5,stage0000_task0005.h5,stage0000_task0003.h5,stage0000_task0007.h5,stage0000_task0009.h5,stage0000_task0006.h5,stage0000_task0011.h5,stage0000_task0008.h5,embeddings-epoch-10-20241202-193048.h5,embeddings-epoch-5-20241202-193005.h5,virtual_stage0000_task0000.h5",0.5,,462.42736434936523
cp,0,4096.0,231.21368217468262,16,16,,"[1, 2, 4]",4,4,,beegfs-tmpfs,16,stage_in-aggregate,,"stage0000_task0001.h5,stage0000_task0000.h5,aggregated.h5,stage0000_task0010.h5,stage0000_task0002.h5,stage0000_task0004.h5,stage0000_task0005.h5,stage0000_task0003.h5,stage0000_task0007.h5,stage0000_task0009.h5,stage0000_task0006.h5,stage0000_task0011.h5,stage0000_task0008.h5,embeddings-epoch-10-20241202-193048.h5,embeddings-epoch-5-20241202-193005.h5,virtual_stage0000_task0000.h5",0.5,,924.8547286987305
cp,0,4096.0,231.21368217468262,16,16,,"[1, 2, 4]",1,16,,beegfs-ssd,16,stage_in-aggregate,,"stage0000_task0001.h5,stage0000_task0000.h5,aggregated.h5,stage0000_task0010.h5,stage0000_task0002.h5,stage0000_task0004.h5,stage0000_task0005.h5,stage0000_task0003.h5,stage0000_task0007.h5,stage0000_task0009.h5,stage0000_task0006.h5,stage0000_task0011.h5,stage0000_task0008.h5,embeddings-epoch-10-20241202-193048.h5,embeddings-epoch-5-20241202-193005.h5,virtual_stage0000_task0000.h5",0.5,,231.21368217468262
cp,0,4096.0,231.21368217468262,16,16,,"[1, 2, 4]",2,8,,beegfs-ssd,16,stage_in-aggregate,,"stage0000_task0001.h5,stage0000_task0000.h5,aggregated.h5,stage0000_task0010.h5,stage0000_task0002.h5,stage0000_task0004.h5,stage0000_task0005.h5,stage0000_task0003.h5,stage0000_task0007.h5,stage0000_task0009.h5,stage0000_task0006.h5,stage0000_task0011.h5,stage0000_task0008.h5,embeddings-epoch-10-20241202-193048.h5,embeddings-epoch-5-20241202-193005.h5,virtual_stage0000_task0000.h5",0.5,,462.42736434936523
cp,0,4096.0,231.21368217468262,16,16,,"[1, 2, 4]",4,4,,beegfs-ssd,16,stage_in-aggregate,,"stage0000_task0001.h5,stage0000_task0000.h5,aggregated.h5,stage0000_task0010.h5,stage0000_task0002.h5,stage0000_task0004.h5,stage0000_task0005.h5,stage0000_task0003.h5,stage0000_task0007.h5,stage0000_task0009.h5,stage0000_task0006.h5,stage0000_task0011.h5,stage0000_task0008.h5,embeddings-epoch-10-20241202-193048.h5,embeddings-epoch-5-20241202-193005.h5,virtual_stage0000_task0000.h5",0.5,,924.8547286987305
none,0,4096.0,231.21368217468262,16,16,0,"[1, 2, 4]",1,16,1.0,beegfs,16,stage_in-aggregate,,"stage0000_task0001.h5,stage0000_task0000.h5,aggregated.h5,stage0000_task0010.h5,stage0000_task0002.h5,stage0000_task0004.h5,stage0000_task0005.h5,stage0000_task0003.h5,stage0000_task0007.h5,stage0000_task0009.h5,stage0000_task0006.h5,stage0000_task0011.h5,stage0000_task0008.h5,embeddings-epoch-10-20241202-193048.h5,embeddings-epoch-5-20241202-193005.h5,virtual_stage0000_task0000.h5",0.5,,0
none,0,4096.0,231.21368217468262,16,16,0,"[1, 2, 4]",2,8,1.0,beegfs,16,stage_in-aggregate,,"stage0000_task0001.h5,stage0000_task0000.h5,aggregated.h5,stage0000_task0010.h5,stage0000_task0002.h5,stage0000_task0004.h5,stage0000_task0005.h5,stage0000_task0003.h5,stage0000_task0007.h5,stage0000_task0009.h5,stage0000_task0006.h5,stage0000_task0011.h5,stage0000_task0008.h5,embeddings-epoch-10-20241202-193048.h5,embeddings-epoch-5-20241202-193005.h5,virtual_stage0000_task0000.h5",0.5,,0
none,0,4096.0,231.21368217468262,16,16,0,"[1, 2, 4]",4,4,1.0,beegfs,16,stage_in-aggregate,,"stage0000_task0001.h5,stage0000_task0000.h5,aggregated.h5,stage0000_task0010.h5,stage0000_task0002.h5,stage0000_task0004.h5,stage0000_task0005.h5,stage0000_task0003.h5,stage0000_task0007.h5,stage0000_task0009.h5,stage0000_task0006.h5,stage0000_task0011.h5,stage0000_task0008.h5,embeddings-epoch-10-20241202-193048.h5,embeddings-epoch-5-20241202-193005.h5,virtual_stage0000_task0000.h5",0.5,,0
cp,0,4096.0,231.21368217468262,16,16,,"[1, 2, 4]",1,16,,ssd-beegfs,16,stage_in-aggregate,,"stage0000_task0001.h5,stage0000_task0000.h5,aggregated.h5,stage0000_task0010.h5,stage0000_task0002.h5,stage0000_task0004.h5,stage0000_task0005.h5,stage0000_task0003.h5,stage0000_task0007.h5,stage0000_task0009.h5,stage0000_task0006.h5,stage0000_task0011.h5,stage0000_task0008.h5,embeddings-epoch-10-20241202-193048.h5,embeddings-epoch-5-20241202-193005.h5,virtual_stage0000_task0000.h5",0.5,,231.21368217468262
cp,0,4096.0,231.21368217468262,16,16,,"[1, 2, 4]",2,8,,ssd-beegfs,16,stage_in-aggregate,,"stage0000_task0001.h5,stage0000_task0000.h5,aggregated.h5,stage0000_task0010.h5,stage0000_task0002.h5,stage0000_task0004.h5,stage0000_task0005.h5,stage0000_task0003.h5,stage0000_task0007.h5,stage0000_task0009.h5,stage0000_task0006.h5,stage0000_task0011.h5,stage0000_task0008.h5,embeddings-epoch-10-20241202-193048.h5,embeddings-epoch-5-20241202-193005.h5,virtual_stage0000_task0000.h5",0.5,,462.42736434936523
cp,0,4096.0,231.21368217468262,16,16,,"[1, 2, 4]",4,4,,ssd-beegfs,16,stage_in-aggregate,,"stage0000_task0001.h5,stage0000_task0000.h5,aggregated.h5,stage0000_task0010.h5,stage0000_task0002.h5,stage0000_task0004.h5,stage0000_task0005.h5,stage0000_task0003.h5,stage0000_task0007.h5,stage0000_task0009.h5,stage0000_task0006.h5,stage0000_task0011.h5,stage0000_task0008.h5,embeddings-epoch-10-20241202-193048.h5,embeddings-epoch-5-20241202-193005.h5,virtual_stage0000_task0000.h5",0.5,,924.8547286987305
cp,0,4096.0,231.21368217468262,16,16,,"[1, 2, 4]",1,16,,tmpfs-beegfs,16,stage_in-aggregate,,"stage0000_task0001.h5,stage0000_task0000.h5,aggregated.h5,stage0000_task0010.h5,stage0000_task0002.h5,stage0000_task0004.h5,stage0000_task0005.h5,stage0000_task0003.h5,stage0000_task0007.h5,stage0000_task0009.h5,stage0000_task0006.h5,stage0000_task0011.h5,stage0000_task0008.h5,embeddings-epoch-10-20241202-193048.h5,embeddings-epoch-5-20241202-193005.h5,virtual_stage0000_task0000.h5",0.5,,231.21368217468262
cp,0,4096.0,231.21368217468262,16,16,,"[1, 2, 4]",2,8,,tmpfs-beegfs,16,stage_in-aggregate,,"stage0000_task0001.h5,stage0000_task0000.h5,aggregated.h5,stage0000_task0010.h5,stage0000_task0002.h5,stage0000_task0004.h5,stage0000_task0005.h5,stage0000_task0003.h5,stage0000_task0007.h5,stage0000_task0009.h5,stage0000_task0006.h5,stage0000_task0011.h5,stage0000_task0008.h5,embeddings-epoch-10-20241202-193048.h5,embeddings-epoch-5-20241202-193005.h5,virtual_stage0000_task0000.h5",0.5,,462.42736434936523
cp,0,4096.0,231.21368217468262,16,16,,"[1, 2, 4]",4,4,,tmpfs-beegfs,16,stage_in-aggregate,,"stage0000_task0001.h5,stage0000_task0000.h5,aggregated.h5,stage0000_task0010.h5,stage0000_task0002.h5,stage0000_task0004.h5,stage0000_task0005.h5,stage0000_task0003.h5,stage0000_task0007.h5,stage0000_task0009.h5,stage0000_task0006.h5,stage0000_task0011.h5,stage0000_task0008.h5,embeddings-epoch-10-20241202-193048.h5,embeddings-epoch-5-20241202-193005.h5,virtual_stage0000_task0000.h5",0.5,,924.8547286987305
cp,0,4096.0,231.21368217468262,16,16,,"[1, 2, 4]",1,16,,ssd-ssd,16,stage_in-aggregate,,"stage0000_task0001.h5,stage0000_task0000.h5,aggregated.h5,stage0000_task0010.h5,stage0000_task0002.h5,stage0000_task0004.h5,stage0000_task0005.h5,stage0000_task0003.h5,stage0000_task0007.h5,stage0000_task0009.h5,stage0000_task0006.h5,stage0000_task0011.h5,stage0000_task0008.h5,embeddings-epoch-10-20241202-193048.h5,embeddings-epoch-5-20241202-193005.h5,virtual_stage0000_task0000.h5",0.5,,231.21368217468262
cp,0,4096.0,231.21368217468262,16,16,,"[1, 2, 4]",2,8,,ssd-ssd,16,stage_in-aggregate,,"stage0000_task0001.h5,stage0000_task0000.h5,aggregated.h5,stage0000_task0010.h5,stage0000_task0002.h5,stage0000_task0004.h5,stage0000_task0005.h5,stage0000_task0003.h5,stage0000_task0007.h5,stage0000_task0009.h5,stage0000_task0006.h5,stage0000_task0011.h5,stage0000_task0008.h5,embeddings-epoch-10-20241202-193048.h5,embeddings-epoch-5-20241202-193005.h5,virtual_stage0000_task0000.h5",0.5,,462.42736434936523
cp,0,4096.0,231.21368217468262,16,16,,"[1, 2, 4]",4,4,,ssd-ssd,16,stage_in-aggregate,,"stage0000_task0001.h5,stage0000_task0000.h5,aggregated.h5,stage0000_task0010.h5,stage0000_task0002.h5,stage0000_task0004.h5,stage0000_task0005.h5,stage0000_task0003.h5,stage0000_task0007.h5,stage0000_task0009.h5,stage0000_task0006.h5,stage0000_task0011.h5,stage0000_task0008.h5,embeddings-epoch-10-20241202-193048.h5,embeddings-epoch-5-20241202-193005.h5,virtual_stage0000_task0000.h5",0.5,,924.8547286987305
cp,0,4096.0,231.21368217468262,16,16,,"[1, 2, 4]",1,16,,tmpfs-tmpfs,16,stage_in-aggregate,,"stage0000_task0001.h5,stage0000_task0000.h5,aggregated.h5,stage0000_task0010.h5,stage0000_task0002.h5,stage0000_task0004.h5,stage0000_task0005.h5,stage0000_task0003.h5,stage0000_task0007.h5,stage0000_task0009.h5,stage0000_task0006.h5,stage0000_task0011.h5,stage0000_task0008.h5,embeddings-epoch-10-20241202-193048.h5,embeddings-epoch-5-20241202-193005.h5,virtual_stage0000_task0000.h5",0.5,,231.21368217468262
cp,0,4096.0,231.21368217468262,16,16,,"[1, 2, 4]",2,8,,tmpfs-tmpfs,16,stage_in-aggregate,,"stage0000_task0001.h5,stage0000_task0000.h5,aggregated.h5,stage0000_task0010.h5,stage0000_task0002.h5,stage0000_task0004.h5,stage0000_task0005.h5,stage0000_task0003.h5,stage0000_task0007.h5,stage0000_task0009.h5,stage0000_task0006.h5,stage0000_task0011.h5,stage0000_task0008.h5,embeddings-epoch-10-20241202-193048.h5,embeddings-epoch-5-20241202-193005.h5,virtual_stage0000_task0000.h5",0.5,,462.42736434936523
cp,0,4096.0,231.21368217468262,16,16,,"[1, 2, 4]",4,4,,tmpfs-tmpfs,16,stage_in-aggregate,,"stage0000_task0001.h5,stage0000_task0000.h5,aggregated.h5,stage0000_task0010.h5,stage0000_task0002.h5,stage0000_task0004.h5,stage0000_task0005.h5,stage0000_task0003.h5,stage0000_task0007.h5,stage0000_task0009.h5,stage0000_task0006.h5,stage0000_task0011.h5,stage0000_task0008.h5,embeddings-epoch-10-20241202-193048.h5,embeddings-epoch-5-20241202-193005.h5,virtual_stage0000_task0000.h5",0.5,,924.8547286987305
none,0,4096.0,174.60818481445312,24,24,0,"[1, 2, 4]",1,24,1.0,beegfs,24,stage_in-openmm,,"stage0000_task0010.h5,stage0000_task0010.dcd,stage0000_task0006.h5,stage0000_task0006.dcd,stage0000_task0003.dcd,stage0000_task0003.h5,stage0000_task0000.h5,stage0000_task0000.dcd,stage0000_task0002.dcd,stage0000_task0002.h5,stage0000_task0008.h5,stage0000_task0008.dcd,stage0000_task0009.dcd,stage0000_task0009.h5,stage0000_task0005.dcd,stage0000_task0005.h5,stage0000_task0007.h5,stage0000_task0007.dcd,stage0000_task0004.dcd,stage0000_task0004.h5,stage0000_task0011.dcd,stage0000_task0011.h5,stage0000_task0001.dcd,stage0000_task0001.h5",0.5,,0
none,0,4096.0,174.60818481445312,24,24,0,"[1, 2, 4]",2,12,1.0,beegfs,24,stage_in-openmm,,"stage0000_task0010.h5,stage0000_task0010.dcd,stage0000_task0006.h5,stage0000_task0006.dcd,stage0000_task0003.dcd,stage0000_task0003.h5,stage0000_task0000.h5,stage0000_task0000.dcd,stage0000_task0002.dcd,stage0000_task0002.h5,stage0000_task0008.h5,stage0000_task0008.dcd,stage0000_task0009.dcd,stage0000_task0009.h5,stage0000_task0005.dcd,stage0000_task0005.h5,stage0000_task0007.h5,stage0000_task0007.dcd,stage0000_task0004.dcd,stage0000_task0004.h5,stage0000_task0011.dcd,stage0000_task0011.h5,stage0000_task0001.dcd,stage0000_task0001.h5",0.5,,0
none,0,4096.0,174.60818481445312,24,24,0,"[1, 2, 4]",4,6,1.0,beegfs,24,stage_in-openmm,,"stage0000_task0010.h5,stage0000_task0010.dcd,stage0000_task0006.h5,stage0000_task0006.dcd,stage0000_task0003.dcd,stage0000_task0003.h5,stage0000_task0000.h5,stage0000_task0000.dcd,stage0000_task0002.dcd,stage0000_task0002.h5,stage0000_task0008.h5,stage0000_task0008.dcd,stage0000_task0009.dcd,stage0000_task0009.h5,stage0000_task0005.dcd,stage0000_task0005.h5,stage0000_task0007.h5,stage0000_task0007.dcd,stage0000_task0004.dcd,stage0000_task0004.h5,stage0000_task0011.dcd,stage0000_task0011.h5,stage0000_task0001.dcd,stage0000_task0001.h5",0.5,,0
cp,0,4096.0,174.60818481445312,24,24,,"[1, 2, 4]",1,24,,beegfs-ssd,24,stage_in-openmm,,"stage0000_task0010.h5,stage0000_task0010.dcd,stage0000_task0006.h5,stage0000_task0006.dcd,stage0000_task0003.dcd,stage0000_task0003.h5,stage0000_task0000.h5,stage0000_task0000.dcd,stage0000_task0002.dcd,stage0000_task0002.h5,stage0000_task0008.h5,stage0000_task0008.dcd,stage0000_task0009.dcd,stage0000_task0009.h5,stage0000_task0005.dcd,stage0000_task0005.h5,stage0000_task0007.h5,stage0000_task0007.dcd,stage0000_task0004.dcd,stage0000_task0004.h5,stage0000_task0011.dcd,stage0000_task0011.h5,stage0000_task0001.dcd,stage0000_task0001.h5",0.5,,174.60818481445312
cp,0,4096.0,174.60818481445312,24,24,,"[1, 2, 4]",2,12,,beegfs-ssd,24,stage_in-openmm,,"stage0000_task0010.h5,stage0000_task0010.dcd,stage0000_task0006.h5,stage0000_task0006.dcd,stage0000_task0003.dcd,stage0000_task0003.h5,stage0000_task0000.h5,stage0000_task0000.dcd,stage0000_task0002.dcd,stage0000_task0002.h5,stage0000_task0008.h5,stage0000_task0008.dcd,stage0000_task0009.dcd,stage0000_task0009.h5,stage0000_task0005.dcd,stage0000_task0005.h5,stage0000_task0007.h5,stage0000_task0007.dcd,stage0000_task0004.dcd,stage0000_task0004.h5,stage0000_task0011.dcd,stage0000_task0011.h5,stage0000_task0001.dcd,stage0000_task0001.h5",0.5,,349.21636962890625
cp,0,4096.0,174.60818481445312,24,24,,"[1, 2, 4]",4,6,,beegfs-ssd,24,stage_in-openmm,,"stage0000_task0010.h5,stage0000_task0010.dcd,stage0000_task0006.h5,stage0000_task0006.dcd,stage0000_task0003.dcd,stage0000_task0003.h5,stage0000_task0000.h5,stage0000_task0000.dcd,stage0000_task0002.dcd,stage0000_task0002.h5,stage0000_task0008.h5,stage0000_task0008.dcd,stage0000_task0009.dcd,stage0000_task0009.h5,stage0000_task0005.dcd,stage0000_task0005.h5,stage0000_task0007.h5,stage0000_task0007.dcd,stage0000_task0004.dcd,stage0000_task0004.h5,stage0000_task0011.dcd,stage0000_task0011.h5,stage0000_task0001.dcd,stage0000_task0001.h5",0.5,,698.4327392578125
cp,0,4096.0,174.60818481445312,24,24,,"[1, 2, 4]",1,24,,beegfs-tmpfs,24,stage_in-openmm,,"stage0000_task0010.h5,stage0000_task0010.dcd,stage0000_task0006.h5,stage0000_task0006.dcd,stage0000_task0003.dcd,stage0000_task0003.h5,stage0000_task0000.h5,stage0000_task0000.dcd,stage0000_task0002.dcd,stage0000_task0002.h5,stage0000_task0008.h5,stage0000_task0008.dcd,stage0000_task0009.dcd,stage0000_task0009.h5,stage0000_task0005.dcd,stage0000_task0005.h5,stage0000_task0007.h5,stage0000_task0007.dcd,stage0000_task0004.dcd,stage0000_task0004.h5,stage0000_task0011.dcd,stage0000_task0011.h5,stage0000_task0001.dcd,stage0000_task0001.h5",0.5,,174.60818481445312
cp,0,4096.0,174.60818481445312,24,24,,"[1, 2, 4]",2,12,,beegfs-tmpfs,24,stage_in-openmm,,"stage0000_task0010.h5,stage0000_task0010.dcd,stage0000_task0006.h5,stage0000_task0006.dcd,stage0000_task0003.dcd,stage0000_task0003.h5,stage0000_task0000.h5,stage0000_task0000.dcd,stage0000_task0002.dcd,stage0000_task0002.h5,stage0000_task0008.h5,stage0000_task0008.dcd,stage0000_task0009.dcd,stage0000_task0009.h5,stage0000_task0005.dcd,stage0000_task0005.h5,stage0000_task0007.h5,stage0000_task0007.dcd,stage0000_task0004.dcd,stage0000_task0004.h5,stage0000_task0011.dcd,stage0000_task0011.h5,stage0000_task0001.dcd,stage0000_task0001.h5",0.5,,349.21636962890625
cp,0,4096.0,174.60818481445312,24,24,,"[1, 2, 4]",4,6,,beegfs-tmpfs,24,stage_in-openmm,,"stage0000_task0010.h5,stage0000_task0010.dcd,stage0000_task0006.h5,stage0000_task0006.dcd,stage0000_task0003.dcd,stage0000_task0003.h5,stage0000_task0000.h5,stage0000_task0000.dcd,stage0000_task0002.dcd,stage0000_task0002.h5,stage0000_task0008.h5,stage0000_task0008.dcd,stage0000_task0009.dcd,stage0000_task0009.h5,stage0000_task0005.dcd,stage0000_task0005.h5,stage0000_task0007.h5,stage0000_task0007.dcd,stage0000_task0004.dcd,stage0000_task0004.h5,stage0000_task0011.dcd,stage0000_task0011.h5,stage0000_task0001.dcd,stage0000_task0001.h5",0.5,,698.4327392578125
scp,0,4096.0,174.60818481445312,24,24,,"[1, 2, 4]",1,24,,ssd-ssd,24,stage_in-openmm,,"stage0000_task0010.h5,stage0000_task0010.dcd,stage0000_task0006.h5,stage0000_task0006.dcd,stage0000_task0003.dcd,stage0000_task0003.h5,stage0000_task0000.h5,stage0000_task0000.dcd,stage0000_task0002.dcd,stage0000_task0002.h5,stage0000_task0008.h5,stage0000_task0008.dcd,stage0000_task0009.dcd,stage0000_task0009.h5,stage0000_task0005.dcd,stage0000_task0005.h5,stage0000_task0007.h5,stage0000_task0007.dcd,stage0000_task0004.dcd,stage0000_task0004.h5,stage0000_task0011.dcd,stage0000_task0011.h5,stage0000_task0001.dcd,stage0000_task0001.h5",0.5,,174.60818481445312
scp,0,4096.0,174.60818481445312,24,24,,"[1, 2, 4]",2,12,,ssd-ssd,24,stage_in-openmm,,"stage0000_task0010.h5,stage0000_task0010.dcd,stage0000_task0006.h5,stage0000_task0006.dcd,stage0000_task0003.dcd,stage0000_task0003.h5,stage0000_task0000.h5,stage0000_task0000.dcd,stage0000_task0002.dcd,stage0000_task0002.h5,stage0000_task0008.h5,stage0000_task0008.dcd,stage0000_task0009.dcd,stage0000_task0009.h5,stage0000_task0005.dcd,stage0000_task0005.h5,stage0000_task0007.h5,stage0000_task0007.dcd,stage0000_task0004.dcd,stage0000_task0004.h5,stage0000_task0011.dcd,stage0000_task0011.h5,stage0000_task0001.dcd,stage0000_task0001.h5",0.5,,349.21636962890625
scp,0,4096.0,174.60818481445312,24,24,,"[1, 2, 4]",4,6,,ssd-ssd,24,stage_in-openmm,,"stage0000_task0010.h5,stage0000_task0010.dcd,stage0000_task0006.h5,stage0000_task0006.dcd,stage0000_task0003.dcd,stage0000_task0003.h5,stage0000_task0000.h5,stage0000_task0000.dcd,stage0000_task0002.dcd,stage0000_task0002.h5,stage0000_task0008.h5,stage0000_task0008.dcd,stage0000_task0009.dcd,stage0000_task0009.h5,stage0000_task0005.dcd,stage0000_task0005.h5,stage0000_task0007.h5,stage0000_task0007.dcd,stage0000_task0004.dcd,stage0000_task0004.h5,stage0000_task0011.dcd,stage0000_task0011.h5,stage0000_task0001.dcd,stage0000_task0001.h5",0.5,,698.4327392578125
scp,0,4096.0,174.60818481445312,24,24,,"[1, 2, 4]",1,24,,tmpfs-tmpfs,24,stage_in-openmm,,"stage0000_task0010.h5,stage0000_task0010.dcd,stage0000_task0006.h5,stage0000_task0006.dcd,stage0000_task0003.dcd,stage0000_task0003.h5,stage0000_task0000.h5,stage0000_task0000.dcd,stage0000_task0002.dcd,stage0000_task0002.h5,stage0000_task0008.h5,stage0000_task0008.dcd,stage0000_task0009.dcd,stage0000_task0009.h5,stage0000_task0005.dcd,stage0000_task0005.h5,stage0000_task0007.h5,stage0000_task0007.dcd,stage0000_task0004.dcd,stage0000_task0004.h5,stage0000_task0011.dcd,stage0000_task0011.h5,stage0000_task0001.dcd,stage0000_task0001.h5",0.5,,174.60818481445312
scp,0,4096.0,174.60818481445312,24,24,,"[1, 2, 4]",2,12,,tmpfs-tmpfs,24,stage_in-openmm,,"stage0000_task0010.h5,stage0000_task0010.dcd,stage0000_task0006.h5,stage0000_task0006.dcd,stage0000_task0003.dcd,stage0000_task0003.h5,stage0000_task0000.h5,stage0000_task0000.dcd,stage0000_task0002.dcd,stage0000_task0002.h5,stage0000_task0008.h5,stage0000_task0008.dcd,stage0000_task0009.dcd,stage0000_task0009.h5,stage0000_task0005.dcd,stage0000_task0005.h5,stage0000_task0007.h5,stage0000_task0007.dcd,stage0000_task0004.dcd,stage0000_task0004.h5,stage0000_task0011.dcd,stage0000_task0011.h5,stage0000_task0001.dcd,stage0000_task0001.h5",0.5,,349.21636962890625
scp,0,4096.0,174.60818481445312,24,24,,"[1, 2, 4]",4,6,,tmpfs-tmpfs,24,stage_in-openmm,,"stage0000_task0010.h5,stage0000_task0010.dcd,stage0000_task0006.h5,stage0000_task0006.dcd,stage0000_task0003.dcd,stage0000_task0003.h5,stage0000_task0000.h5,stage0000_task0000.dcd,stage0000_task0002.dcd,stage0000_task0002.h5,stage0000_task0008.h5,stage0000_task0008.dcd,stage0000_task0009.dcd,stage0000_task0009.h5,stage0000_task0005.dcd,stage0000_task0005.h5,stage0000_task0007.h5,stage0000_task0007.dcd,stage0000_task0004.dcd,stage0000_task0004.h5,stage0000_task0011.dcd,stage0000_task0011.h5,stage0000_task0001.dcd,stage0000_task0001.h5",0.5,,698.4327392578125
cp,0,4096.0,174.60818481445312,24,24,,"[1, 2, 4]",1,24,,ssd-beegfs,24,stage_in-openmm,,"stage0000_task0010.h5,stage0000_task0010.dcd,stage0000_task0006.h5,stage0000_task0006.dcd,stage0000_task0003.dcd,stage0000_task0003.h5,stage0000_task0000.h5,stage0000_task0000.dcd,stage0000_task0002.dcd,stage0000_task0002.h5,stage0000_task0008.h5,stage0000_task0008.dcd,stage0000_task0009.dcd,stage0000_task0009.h5,stage0000_task0005.dcd,stage0000_task0005.h5,stage0000_task0007.h5,stage0000_task0007.dcd,stage0000_task0004.dcd,stage0000_task0004.h5,stage0000_task0011.dcd,stage0000_task0011.h5,stage0000_task0001.dcd,stage0000_task0001.h5",0.5,,174.60818481445312
cp,0,4096.0,174.60818481445312,24,24,,"[1, 2, 4]",2,12,,ssd-beegfs,24,stage_in-openmm,,"stage0000_task0010.h5,stage0000_task0010.dcd,stage0000_task0006.h5,stage0000_task0006.dcd,stage0000_task0003.dcd,stage0000_task0003.h5,stage0000_task0000.h5,stage0000_task0000.dcd,stage0000_task0002.dcd,stage0000_task0002.h5,stage0000_task0008.h5,stage0000_task0008.dcd,stage0000_task0009.dcd,stage0000_task0009.h5,stage0000_task0005.dcd,stage0000_task0005.h5,stage0000_task0007.h5,stage0000_task0007.dcd,stage0000_task0004.dcd,stage0000_task0004.h5,stage0000_task0011.dcd,stage0000_task0011.h5,stage0000_task0001.dcd,stage0000_task0001.h5",0.5,,349.21636962890625
cp,0,4096.0,174.60818481445312,24,24,,"[1, 2, 4]",4,6,,ssd-beegfs,24,stage_in-openmm,,"stage0000_task0010.h5,stage0000_task0010.dcd,stage0000_task0006.h5,stage0000_task0006.dcd,stage0000_task0003.dcd,stage0000_task0003.h5,stage0000_task0000.h5,stage0000_task0000.dcd,stage0000_task0002.dcd,stage0000_task0002.h5,stage0000_task0008.h5,stage0000_task0008.dcd,stage0000_task0009.dcd,stage0000_task0009.h5,stage0000_task0005.dcd,stage0000_task0005.h5,stage0000_task0007.h5,stage0000_task0007.dcd,stage0000_task0004.dcd,stage0000_task0004.h5,stage0000_task0011.dcd,stage0000_task0011.h5,stage0000_task0001.dcd,stage0000_task0001.h5",0.5,,698.4327392578125
cp,0,4096.0,174.60818481445312,24,24,,"[1, 2, 4]",1,24,,tmpfs-beegfs,24,stage_in-openmm,,"stage0000_task0010.h5,stage0000_task0010.dcd,stage0000_task0006.h5,stage0000_task0006.dcd,stage0000_task0003.dcd,stage0000_task0003.h5,stage0000_task0000.h5,stage0000_task0000.dcd,stage0000_task0002.dcd,stage0000_task0002.h5,stage0000_task0008.h5,stage0000_task0008.dcd,stage0000_task0009.dcd,stage0000_task0009.h5,stage0000_task0005.dcd,stage0000_task0005.h5,stage0000_task0007.h5,stage0000_task0007.dcd,stage0000_task0004.dcd,stage0000_task0004.h5,stage0000_task0011.dcd,stage0000_task0011.h5,stage0000_task0001.dcd,stage0000_task0001.h5",0.5,,174.60818481445312
cp,0,4096.0,174.60818481445312,24,24,,"[1, 2, 4]",2,12,,tmpfs-beegfs,24,stage_in-openmm,,"stage0000_task0010.h5,stage0000_task0010.dcd,stage0000_task0006.h5,stage0000_task0006.dcd,stage0000_task0003.dcd,stage0000_task0003.h5,stage0000_task0000.h5,stage0000_task0000.dcd,stage0000_task0002.dcd,stage0000_task0002.h5,stage0000_task0008.h5,stage0000_task0008.dcd,stage0000_task0009.dcd,stage0000_task0009.h5,stage0000_task0005.dcd,stage0000_task0005.h5,stage0000_task0007.h5,stage0000_task0007.dcd,stage0000_task0004.dcd,stage0000_task0004.h5,stage0000_task0011.dcd,stage0000_task0011.h5,stage0000_task0001.dcd,stage0000_task0001.h5",0.5,,349.21636962890625
cp,0,4096.0,174.60818481445312,24,24,,"[1, 2, 4]",4,6,,tmpfs-beegfs,24,stage_in-openmm,,"stage0000_task0010.h5,stage0000_task0010.dcd,stage0000_task0006.h5,stage0000_task0006.dcd,stage0000_task0003.dcd,stage0000_task0003.h5,stage0000_task0000.h5,stage0000_task0000.dcd,stage0000_task0002.dcd,stage0000_task0002.h5,stage0000_task0008.h5,stage0000_task0008.dcd,stage0000_task0009.dcd,stage0000_task0009.h5,stage0000_task0005.dcd,stage0000_task0005.h5,stage0000_task0007.h5,stage0000_task0007.dcd,stage0000_task0004.dcd,stage0000_task0004.h5,stage0000_task0011.dcd,stage0000_task0011.h5,stage0000_task0001.dcd,stage0000_task0001.h5",0.5,,698.4327392578125
